review,label
أعذروني على اللخبطه في متابعتكم . مش عارفة ايه اللى حصل فى حسابى  . ,negative
لا تبكون وقت غسيلي . آدعولي ان الله ‏ يثبتني عند السؤال ويانس وحشتي في قبري . ,positive
فاتت سنه على تخرجى ومعملتش اى حاجة لسه . ,negative
بعد الخسارة النهارده . كام اهلاوى هيعمل لايك ويقول أهلاوى   . ,negative
لا تستصغر شخص امام اﻟحضور تحت ﺑند الهزار   . ,negative
فرحة اول اكلة عملتها لوحدي و طلعت حلوة حاسة اني خلاص المفروض اعمل برنامج طبخ  .,positive
أهم طبق في بلدي بنصح الكل انهم ياكلوه هو السمك بكل انواعه وطرق تحضيره .,positive
ارمى حمولك على الله .,positive
ده انا افهمها وهي طايرة .,positive
مفيش حد هنا بيفهم فى البرمجة . ,negative
انا مبقتش احب اكتب شعر زى زمان. ,negative
الانتظار مؤلم والنسيان مؤلم أيضا، لكن معرفة أيهما تفعل هو أسوأ أنواع المعاناة .,negative
انا بقيت سمارة بسبب الجامعه . زعلانه اوى . ,negative
حلوه الاماني بتدى الناس راحه. ,positive
يارب كل اللى انا فيه دلوقتى يطلع حلم . انا تعبت    . ,negative
وده الي عملته فيا الايام .,negative
رجل كبير كتب على سيارته  اللهم ارزقهم ضعف ما يتمنونه لي . ياه لسلامة قلبه .,positive
الدوا مر بس لازم ناخده   .,negative
ربنا يديم المودة .,positive
من فضولك مابقاش عندي صبر  .,negative
لماذا الزمن يقسى على الجميلات الي زي    .,negative
احيانا بتحس انك عايز تحضن اى شخص وتبكي .,negative
يا بخت العزاب . معندهمش حد ينكد عليهم .,negative
عن ناس عمرهم مابعدوا عنك رغم مشاغلهم .,positive
انا كل يوم بتفرج على برامج الطبخ و بجرب اكلات منها كتير .,positive
كام واحد رايح الماتش بكرا تعالوا نتجمع ونروح مع بعض .,positive
ولسه بيجري و يعافر و لسه عيونه بتسافر و لسه قلبه متعبش ولا زهق من الحياة .,positive
الضحكة هي العملة المعترف بيها في كل دول العالم و محدش يقدر يرفضها .,positive
 المصرى دايما يفضل طول عمره عايز يسافر . وأول ما يسافر يبقى عايز يرجع .,negative
ليه النوم ما يجبش الا وقت الامتحانات   .,negative
باﻷمس كنا نفتقد الحرية، اليوم نفتقد المحبة، أنا خائف من الغد ﻷننا سنفتقد الإنسانية . محمود درويش .,negative
بكره الامتحانات وجو الامتحانات   .,negative
انا بحب السفر اوى .,positive
اليوم شاق جدا النهارده .,negative
نفسي حد ييجي و يديني فلوس اعمل مشروع .,positive
نفسي اتجوز البت الي بحبها .,positive
جميله اوي البنت دي .,positive
ياريت لجنه الامتحان تبقى سايبه . عشان نلقط اي معلومه .,negative
كلوا في كفه و امى في كافه تانيه .,positive
احب الخروج في الليل . لانه جو جميل جدا .,positive
ياريت الاهلي يكسب و يبقى اعلي فريق في العالم .,positive
ياريت اروح الي الصحراء . و الاقي  شوية اثار ابعها   .,negative
ما شفتهاش من اسبوع .,positive
عايز عربية جميله ، و بيت كبير ، و مصنع سيارات كبير .,positive
انا صايم النهارده.,positive
لا تراجع ولا استسلام . ده طريق ومشينا .,positive
انا شغال في مجال الصناعه .,positive
انا فرحان اوي .,positive
كل سنه و اصحابي و اهلي و احبابي طيبين .,positive
انا عايز اكل فراخ مشويه و كفته على الفحم و بيبسي .,positive
يا ريتني  كنت مليونير .,positive
عندى امتحان بكرة و قاعده بسمع فيروز يخربيت الدماغ العالية. ,negative
لازم تبقى مع فريق شيرين . صوتها جميل .,positive
يارب اتخرج وابقى سفير . ,positive
هدومي كتير. مش عارفة اعمل فيها ايه .,positive
صوتها جميل وهى  عسل .,positive
بقت عصبية لدرجة انها بتخانق مع دبان وشها .,negative
الكتمان . يبقى الحل الوحيد لمشاكلنا .,negative
مراحل حل مسالة رياضة بتعقد الواحد انه فكر ذاكرها .,negative
مسكين الولد لسه صغير ومش عارف انها شرسة .,negative
خلى عندك ذرة ملح  .,negative
بكرة اجيب عربية بسواق .,positive
شغل كوسة واحنا عارفين  .,negative
الراحلون من الحياة ، ينالون النصيب الأكبر من القلب .,negative
انت كدا بتسوق العوج. صدقنى  .,negative
طبخت مكرونة النهارده .اول مرة اعملها  .,positive
اغلقت كل الابواب الا بابك .,positive
انت رجل المهام الصعبة  .,positive
عايزة اوريك الرسمة بعد ما رسمتها .,positive
ونرجع نشتم فى الحكم تانى      .,negative
حرام عليك البنطلون ده والله  .,negative
وفاتنى الشوط الاول     .,negative
ربنا يرزق كل محتاج   .,positive
المصرى دايما بيختلف مع الناس .حتي لو رأيه غلط  .,negative
أكره لحظآت الودآع    .,negative
سنة الحياة انك تموت انت والى بتحبه  .,negative
هو انا كل لما اكل اجوع اكتر معدتى دى غريبة اوى   .,negative
دموع عيني مش هتنزل تاني بعد ما لقيت ابنى .,positive
الاكل تقيل اوى .,negative
القلوب الصابرة لها الجنة .,positive
كنت سبب في ابتسامتى النهارده  .,positive
طردتني من بيتها الهبلة .,negative
بصراحة قلة أدب من اللجنة .,negative
امتى يجي اليوم الي همسك مفتاح العربية واقول لهم عايزين حاجة .,positive
تركنا للشقا وارتاح  .,negative
جنون ان تبعتد عن الشخص الذى تحبه .كى تثبت له انه لا يهمك. فتجد انك تثبت لنفسك  آنه كل همك  .,negative
‏‏‏‏غابوا الاحبة .,negative
يا بخته اشتري عربية جديدة .,negative
فستان شيرين الاحمر شيك اوى  .,positive
عاجل : اصابه الضرى فى ماتش اليوم    .,positive
بلاش تشيل الهم .ابتسم عيش حياتك فى فرح وهنا     .,positive
الأولة للنبي ، والتانية لأيوب يالاللي  ، والتالتة قسمتي ، والرابعة المكتوب يالاللي ، والخامسة كنت غالب صبحت أنا المغلوب يالاللي    .,negative
‏‏‏‏‏بس بقى انا دموعى قريبة   .,negative
يا تقل دمك يا خميس .,negative
قمة الحزن لما تنام قبل اذان المغرب بشوية فى رمضان   .,negative
بكامل يقيني اعتقد انى لن انجح   .,negative
لماذا حتى  الإنفراد بالذات أصبح يقال عنه جنون  .,negative
براءة القلب بتخليه بسهوله ينخدع  ، وبسهولة ينجرح   .,negative
ايا ليت بعض من امانينا تتحق .,positive
انت اللى بتجيب الشقى لنفسك .,negative
اصعب الذكريات هي ذكريات  الصداقه . عندما نسترجع إيامنا معهم ونبكي على إيام لم يعد لها وجود  .,negative
الاخلاق بقت فى النازل  .,positive
ده اعلان العار قال هاله سرحان قال .,negative
فى كم هائل من البلطجه تمارس على الطلبه والطالبات    .,negative
الناس ويك اند وانا قاعد اذاكر لامتحان الصبح .,negative
حسبي الله ونعم الوكيل دى خامس مرة أعيد تشغيل الجهاز . شكله باظ    .,negative
ماما هي اكتر واحدة بتسمعني مهما كان كلامي تافه وملوش علاقة ببعضه .,positive
فى دعوة عارف انها صعب تتحقق بس بتفضل تدعيها بردوا لان الامل فى ربنا كبير .,positive
